H. G. Wells' The Shape of Things to Come
H.G. Wells' The War of the Worlds
"H.M. Pulham, Esq."
H.M.S. Defiant
The H-Man
H.O.T.S.
H2O
Hababam sinifi
Habana Blues
Habeas Corpus
Hachi: A Dog's Tale
Hackers
Hacks
Hadh Kar Di Aapne
Hag in a Black Leather Jacket
Haggard: The Movie
Hagiga B'Snuker
Haikara-san ga TÅçru
Haiku Tunnel
Hail Caesar
Hail the Conquering Hero
Hail the Judge
Hail the Woman
La Haine
Hair
Hair High
Hair-Raising Hare
The Hairdresser's Husband
Hairshirt
Hairspray
The Hairy Bird
Halber Mensch
Half Baked
Half a Confession
Half a Dozen Babies
Half Human
Half Light
Half a Loaf of Kung Fu
Half Nelson
Half Past Dead
Half-Caste
Halim
Hall of Mirrors
Hall Pass
Hallam Foe
The Hallelujah Trail
Hallelujah!
"Hallelujah, I'm a Bum"
Halloween
Halloween II
Halloween III: Season of the Witch
Halloween 4: The Return of Michael Myers
Halloween 5: The Revenge of Michael Myers
Halloween: The Curse of Michael Myers
Halloween H20: 20 Years Later
Halloween: Resurrection
Halloween is Grinch Night
Halloweentown
Halloweentown II: Kalabar's Revenge
Halloweentown High
Return to Halloweentown
Halls of Montezuma
Hamam
Hamburger Hill
Hamlet
Hamlet 2
Hamlet A.D.D.
Hammerboy
Hammers Over the Anvil
Hammett
Hana-bi
Hancock
The Hand
The Hand That Rocks the Cradle
Handle with Care
The Handmaid's Tale
Hands Across the Table
Hands Over the City
Hands of the Ripper
Hang 'Em High
The Hanging Tree
Hanging Up
Hangmen Also Die
The Hangover
The Hangover Part II
The Hangover Part III
Hangup
Hanna
Hannah and Her Sisters
Hannah Montana & Miley Cyrus: Best of Both Worlds Concert
Hannah Montana: The Movie
Hannibal
Hannibal Rising
Hanover Street
Hans Christian Andersen
Hansel and Gretel
Hansel & Gretel: Witch Hunters
Hanuman
Hanussen
The Happening
The Happiest Days of Your Life
The Happiest Millionaire
Happily Ever After
Happily N'Ever After
Happiness
Happiness is in the Field
The Happiness of the Katakuris
Happy Accidents
Happy Birthday
Happy Birthday to Me
"Happy Birthday, Wanda June"
Happy Campers
Happy Endings
Happy Ero Christmas
Happy Feet
Happy Feet Two
Happy Gilmore
Happy Little Submarines 4: Adventure of Octopus
Happy Little Submarine Magic Box of Time
Happy Times
Happy Together
"Happy, Texas"
Happythankyoumoreplease
Har Dil Jo Pyar Karega
Harakiri
Hard Boiled
Hard Candy
Hard Core Logo
A Hard Day's Night
Hard Eight
Hard to Kill
Hard Luck
Hard Men
Hard Rain
Hard Target
Hard Times
The Hard Way
Hardball
Hardbodies
Hardcore
The Harder They Come
The Harder They Fall
Hardly Working
Hardware
Hardware Wars
Hare Brush
The Hare Census
Hare Force
Hare Trigger
Hare-um Scare-um
"Harlan County, USA"
Harlem Nights
Harlequin
Harley Davidson and the Marlboro Man
Harlow
Harmful Insect
The Harmonium in My Memory
Harmony
Harold & Kumar Escape from Guantanamo Bay
Harold & Kumar Go to White Castle
Harold and Maude
Harper
Harriet the Spy
Harrison's Flowers
Harry Brown
Harry and the Hendersons
Harry Potter and the Philosopher's Stone
Harry Potter and the Chamber of Secrets
Harry Potter and the Prisoner of Azkaban
Harry Potter and the Goblet of Fire
Harry Potter and the Order of the Phoenix
Harry Potter and the Half-Blood Prince
Harry Potter and the Deathly Hallows â€“ Part 1
Harry Potter and the Deathly Hallows â€“ Part 2
Harry and Tonto
Harsh Times
Hart's War
Harum Scarum
Haruta & Chika
Harvard Man
Harvey
The Harvey Girls
Harvie Krumpet
Hatachi No Binetsu
Hatari!
Hatchet
Hatchet for the Honeymoon
Hatchet II
Hated: GG Allin and the Murder Junkies
Hating Alison Ashley
Hatred
Hats Off
Hatter's Castle
Haunted
The Haunted Cinema
Haunted Honeymoon
A Haunted House
A Haunted House 2
The Haunted House
Haunted Lighthouse
The Haunted Mansion
The Haunted Palace
Haunted Road
The Haunted Strangler
The Haunted World of El Superbeasto
The Haunting
The Haunting in Connecticut
The Haunting in Connecticut 2: Ghosts of Georgia
Haunting Me
The Haunting of Molly Hartley
Haute Tension
Hav Plenty
"Have Rocket, Will Travel"
Haven
Havoc
Le Havre
Hawaii
Hawk the Slayer
Hawks
The Hawks and the Sparrows
Haywire
Hazaaron Khwaishen Aisi
Haze
HÃ_xan
Ã€ Hauteur d'homme
He Died with a Felafel in His Hand
He Got Game
He Knows You're Alone
He Loves Me... He Loves Me Not
He Named Me Malala
He Ran All the Way
"He Said, She Said"
He Walked by Night
He Was a Quiet Man
He Who Gets Slapped
He's Just Not That Into You
He's Way More Famous Than You
"He's a Woman, She's a Man"
Head
Head On
Head Above Water
Head in the Clouds
Head Games
Head Office
Head Over Heels
Head of State
Head-On
Headhunters
Heading South
The Headsman
Health
Hear My Song
The Heart of the Bear
The Heart Breaker
The Heart Is Deceitful Above All Things
Heart of a Dog
Heart of a Dragon
The Heart of the Game
Heart of Glass
Heart for Heaven
The Heart Is a Lonely Hunter
Heart and Souls
The Heart's Cry
Heartaches
The Heartbreak Kid
Heartbreak Ridge
Heartbreaker
Heartbreakers
Heartburn
Heartfall Arises
Heartland
Heartless
The Hearts of Age
Hearts in Atlantis
Hearts of Darkness: A Filmmaker's Apocalypse
Hearts and Minds
Hearts of the World
Heat
The Heat
Heat and Dust
Heat Team
Heathers
Heaven
Heaven Can Wait
Heaven and Earth
Heaven and Earth Magic
Heaven Is for Real
"Heaven Knows, Mr. Allison"
Heaven's Burning
Heaven's Gate
Heaven's Prisoners
Heaven's Story
Heavenly Creatures
Heavens Above!
Heavy
Heavy Metal
Heavy Metal 2000
Heavy Traffic
Heavyweights
The Hebrew Hammer
Hedwig and the Angry Inch
Heidi
Heights
Heimat
The Heiress
Heist
Held for Ransom
Helen of Troy
Hell Comes to Frogtown
Hell Divers
Hell Drivers
Hell Is for Heroes
Hell of the Living Dead
Hell or High Water
Hell Night
Hell in the Pacific
Hell Ride
Hell's Angels
Hell's Hinges
Hell-Bent for Election
Hellbent
Hellbound: Hellraiser II
Hellboy
Hellboy 2: The Golden Army
The Hellcats
Hellcats of the Navy
Hellfighters
Hello Again
"Hello, Dolly!"
Hello Herman
Hello I Must Be Going
"Hello, My Dolly Girlfriend"
Hell Penitentiary
Hellraiser
Hellbound: Hellraiser II
Hellraiser III: Hell on Earth
Hellraiser: Bloodline
Hellraiser: Inferno
Hellraiser: Hellseeker
Hellraiser: Deader
Hellraiser: Hellworld
Hellraiser: Revelations
Hells Angels on Wheels
Hellzapoppin'
The Help
Help!
Helter Skelter
Henry & June
Henry Fool
Henry Poole Is Here
Henry V
Henry's Crime
Henry: Portrait of a Serial Killer
Hentai Kamen
Hentai Kamen: Abnormal Crisis
Her
Her Alibi
Hera Pheri
Herb
Herbie Goes Bananas
Herbie Goes to Monte Carlo
Herbie Rides Again
Herbie: Fully Loaded
The Love Bug
Hercules
Hercules Against the Moon Men
Hercules in New York
Hercules and the Queen of Lydia
Hercules Unchained
The Herdsman
Here Comes the Boom
Here Comes Mr. Jordan
Here Comes the Navy
Here Comes Peter Cottontail
Here Comes Peter Cottontail: The Movie
Here on Earth
Hereafter
Hero
Hero and the Terror
Heroes
Heroes for Sale
The Heroes of Telemark
Heroes Industry Unit 1
Heroes Industry Unit 2
Heroes Industry Unit 3
Heroes Industry Unit 4
Heroes Industry Unit 5
The Heroic Trio
Hesher
Hexed
Hey Arnold!: The Movie
Hey Babe!
Hey Good Lookin'
Hey Ram
"Hey There, It's Yogi Bear!"
Hey Tony! What's the Story?
"Hi, Mom!"
Hi-Line
The Hi-Lo Country
Hiawatha's Rabbit Hunt
Hibi Rock
Hidalgo
The Hidden
Hidden
Hidden Agenda
Hidden City
Hidden Figures
The Hidden Fortress
Hidden Fuhrer: Debating the Enigma of Hitler's Sexuality
Hidden War
Hide and Seek
Hide-Out
Hideaway
Hideous Kinky
Hiding Out
High Anxiety
High Art
High Crimes
High Diving Hare
High Fidelity
High Freakquency
High Heels and Low Lifes
High Hopes
High Kick Angels
High & Low: The Movie
High and Low
The High and the Mighty
High Noon
High Plains Drifter
High Road to China
High Roller: The Stu Ungar Story
High School
High School High
High School Musical
High School Musical 2
High School Musical 3: Senior Year
High Sierra
High Society
High Spirits
High Tension
High Time
High Voltage
High Wall
Higher Learning
Highlander
Highlander II: The Quickening
Highlander III: The Sorcerer
Highlander: Endgame
Highlander: The Search for Vengeance
Highlander: The Source
Highway
Highway 301
Highway 61
Highway to Hell
Highwaymen
"Hijacking Catastrophe: 9/11, Fear & the Selling of American Empire"
Hilary and Jackie
The Hill
A Hill in Korea
Hillbilly Hare
The Hills Have Eyes
The Hills Have Eyes 2
The Hills Have Eyes Part II
The Hills Run Red
Himalaya
Himalaya: Ladder to Paradise
Himitsu
The Hindenburg
Hindenburg Disaster Newsreel Footage
The Hired Hand
Hired!
The Hireling
Hiroshima Mon Amour
Hirunaka no RyÅ«sei
Hirune Hime: Shiranai Watashi no Monogatari
His Girl Friday
His Kind of Woman
His Last Gift
His Majesty O'Keefe
"His Majesty, the Scarecrow of Oz"
His New Profession
Histoires extraordinaires
The History Boys
History of Postwar Japan as Told by a Bar Hostess
A History of Violence
"History of the World, Part I"
The Hit
Hit the Deck
Hit the Ice
Hit and Run
Hitch
The Hitch-Hiker
Hitchcock
The Hitcher
The Hitcher II: I've Been Waiting
The Hitchhiker's Guide to the Galaxy
Hitler Youth Quex
Hitler: The Rise of Evil
Hitman
Hitman City
The Hoax
The Hobbit
The Hobbit: An Unexpected Journey
The Hobbit: The Desolation of Smaug
The Hobbit: The Battle of the Five Armies
Hobgoblins
Hobo with a Shotgun
Hobson's Choice
Hockey Homicide
Hocus Pocus
Hoffa
Hoffman
Hold Back the Dawn
Hold Everything
"Hold the Lion, Please"
Hold That Ghost
Hold You Tight
The Hole
A Hole in the Head
A Hole in My Heart
Holes
Holiday
The Holiday
Holiday Affair
Holiday Inn
Holiday in the Sun
Hollow
Hollow Man
Hollow Man 2
Hollow Triumph
Holly Hobbie and Friends: Surprise Party
Hollywood or Bust
Hollywood Canteen
Hollywood Chainsaw Hookers
Hollywood Ending
Hollywood Heartbreakers
Hollywood Homicide
The Hollywood Knights
The Hollywood Revue of 1929
Hollywood Shuffle
Hollywoodland
Hols: Prince of the Sun
Holy Ghost People
Holy Man
Holy Motors
The Holy Mountain
Holy Smoke!
Hombre
Home
Home Alone
Home Alone 2: Lost in New York
Home Alone 3
Home Alone 4
Home of the Brave
A Home at the End of the World
Home Fries
Home of the Giants
Home from the Hill
Home for the Holidays
Homefront
Home on the Range
Home Room
Home Run
Homecoming
The Homecoming
Homegrown
The Homeless
The Homeless Student
Homerun
Homeward Bound II: Lost in San Francisco
Homeward Bound: The Incredible Journey
Homicidal
Homicide
L'homme du train
L'Homme qui aimait les femmes
L'Homme de Rio
Hondo
Honey
Honey Glaze
"Honey, I Blew Up the Kid"
"Honey, I Shrunk the Audience"
"Honey, I Shrunk the Kids"
"Honey, We Shrunk Ourselves"
Honeymoon Hotel
The Honeymoon Killers
Honeymoon in Vegas
The Honeymooners
Honeysuckle Rose
The Honeytrap
Honig im Kopf
HonnÅçji Hotel
Honolulu
Hood of Horror
Hoodlum
Hoods
Hoodwinked Too! Hood vs. Evil
Hoodwinked!
Hook
Hoop Dreams
Hooper
Hoosiers
Hoot
Hop
"Hop, Look and Listen"
Hopalong Casualty
Hope Floats
Hope and Glory
Hope Springs
Hopscotch
The Horde
The Horn Blows at Midnight
Horrible Bosses
Horror Express
The Horror of Party Beach
Horror Vision
Horror of the Zombies
Horrors of the Black Museum
Horrorween: 3-D
Horse Feathers
The Horse Soldiers
The Horse Whisperer
The Horse's Mouth
Horsemen
Horsey
Horton Hears a Who!
Hospital
The Hospital
Hospital Massacre
The Host
Hostage
The Hostage
Hostel
Hostel: Part II
Hostel: Part III
Hostile Advances: The Kerry Ellison Story
Hostile Waters
Hot Blood Band
The Hot Chick
Hot Cross Bunny
Hot Dog... The Movie
Hot Fuzz
Hot Pursuit
The Hot Rock
Hot Rod
Hot Rods to Hell
Hot Shots!
Hot Shots! Part Deux
The Hot Spot
Hot to Trot
Hot Tub Time Machine
Hot Tub Time Machine 2
Hot Water
Hotel
Hotel Angel
Hotel for Dogs
The Hotel New Hampshire
Hotel Rwanda
Hotel Transylvania
Hotel Transylvania 2
The Hottie and the Nottie
Houdini
The Hound of the Baskervilles
Hour of the Gun
Hour of the Wolf
The Hours
The Hours and Times
House
House II: The Second Story
House III: The Horror Show
House IV
The House
House at the End of the Street
House of 1000 Corpses
House of 9
The House on 92nd Street
House Arrest
House of Bamboo
The House Bunny
The House by the Cemetery
House of D
House of Dark Shadows
House of the Dead
House of the Dead 2
The House of the Devil
House of Dracula
House on the Edge of the Park
The House of Fear
House of Flying Daggers
House of Fools
House of Frankenstein
House of Games
House on Haunted Hill
House II: The Second Story
The House with Laughing Windows
The House in the Middle
The House of Mirth
House Party
House Party 2
House Party 3
House Party 4: Down to the Last Minute
House by the River
The House of Rothschild
The House of Sand
House of Sand and Fog
The House on Sorority Row
The House of the Spirits
House of Strangers
The House That Dripped Blood
House of Wax
The House of Yes
House!
Houseboat
Houseboat Horror
Housefull 2
Houseguest
Household X
Housekeeping
HouseSitter
How to Beat the High Co$t of Living
How to Be Single
How to Deal
How Do You Know
How to Eat Fried Worms
How to Get Ahead in Advertising
How Green Was My Valley
How the Grinch Stole Christmas
How High
How I Got Into College
How I Won the War
How to Irritate People
How to Kill Your Neighbor's Dog
How the Lack of Love Affects Two Men
How to Lose Friends & Alienate People
How to Lose a Guy in 10 Days
How to Make an American Quilt
How to Make the Cruelest Month
How to Make a Monster
How to Marry a Millionaire
How Much Wood Would a Woodchuck Chuck
How to Murder Your Wife
How to Play Baseball
How to Be a Player
How She Move
How the Sith Stole Christmas
How to Steal a Million
How Stella Got Her Groove Back
How to Stuff a Wild Bikini
How to Succeed in Business Without Really Trying
How to Swim
How to Train Your Dragon
How the West Was Won
Howard the Duck
Howards End
The Howards of Virginia
Howl
Howl's Moving Castle
The Howling
Howling II: Your Sister Is a Werewolf
Howling III
Howling IV: The Original Nightmare
Howling V: The Rebirth
Howling VI: The Freaks
Howling: New Moon Rising
The Howling: Reborn
HÃ´tel Terminus: The Life and Times of Klaus Barbie
HÅçzuki-san Chi no Aneki
Hua Yang De Nian Hua
Hud
Hudson Hawk
The Hudsucker Proxy
