Hue and Cry
The Hugga Bunch
Hugo
Hukkle
Hukkunud Alpinisti hotell
Hula
Hulk
Hullabaloo
Hum Aapke Hain Kaun
Hum Dil De Chuke Sanam
Hum Tum
Hum Tumhare Hain Sanam
The Human Centipede 
The Human Centipede 2 
The Human Condition I: No Greater Love
The Human Condition II: Road to Eternity
The Human Condition III: A Soldier's Prayer
Human Desire
Human Highway
Human Nature
Human Remains
The Human Stain
Human Traffic
Humanity and Paper Balloons
Humanoids from the Deep
Humdrum
Humor Risk
Humoresque
Humorous Phases of Funny Faces
Humpday
The Hunchback of Notre Dame
The Hunger
Hunger
The Hunger Games
The Hunger Games: Catching Fire
The Hunger Games: Mockingjay â€“ Part 1
The Hunger Games: Mockingjay â€“ Part 2
Hunk
The Hunt
The Hunt for Red October
The Hunted
Hunted
The Hunted
The Hunter
The Hunting Party
The Hunting of the President
Hurlyburly
The Hurricane
Hurricane Streets
Hurry Sundown
The Hurt Locker
Husbands
Husbands and Wives
Hush
"Hushâ€_ Hush, Sweet Charlotte"
Hussar Ballad
Hustle & Flow
The Hustler
Hwasango
Hyde Park on Hudson
Hyderabad Blues
Hype!
Hysteria
Hysterical Blindness
